,Object Number,Object ID,Object Name,Title,Artist Display Name,Object Date,Object Begin Date,Object End Date,X_pca_x,X_pca_y,X_mctsne_x,X_mctsne_y,X_umap_x,X_umap_y,brightness_avg,brightness_rms,brightness_avg_perceived,brightness_rms_perceived,brightness_perceived_avg
10,1987.12,1524,Vase,Century Vase,Karl L. H. Müller|Union Porcelain Works,1877,1877,1877,-141.34149542373194,-20.282521200290223,2.8882595620847478,-5.370428599078436,-2.202500609755968,-2.3919437423409358,146.7911456359732,150.23873172341823,147.32243893856662,150.86100779591365,147.56554479521756
11,62.16,1674,Side Chair,Side Chair,Samuel McIntire,1794–99,1794,1799,-204.60147668238847,-51.12811675427863,4.579919666760207,-9.790931772844425,-3.1596676693158208,-2.35807116284979,150.55878316293894,155.80864408552304,150.78539485462082,156.22241906372557,151.07776864088643
12,65.167.6,1815,Side Chair,Side Chair,John Finlay|Hugh Finlay,1815–20,1815,1820,-496.7964332375593,-18.813080195128922,5.360713579045888,-21.339765207049787,-5.853280117276759,-3.6158004647276933,200.4800784703802,205.48699440227165,201.3948308517805,206.71533151059577,202.008915409202
13,10.125.685,1997,Chest,Chest,William Searle|Thomas Dennis,1663–80,1663,1680,-239.11437926506756,-329.285470335616,-4.816973101063663,-19.84405898241995,-4.305757687637349,-0.7909373784472623,153.4322314885582,169.97686489203576,153.10238586923433,170.1709419434177,153.95022434685868
14,33.120.221,2059,Chocolate Pot,Chocolate Pot,Edward Winslow,1700–1710,1700,1710,-133.45749599668403,106.74933529702237,-8.590074066589112,-7.04901972588975,-1.7866383870416018,-0.40075715478673296,147.1001080656253,151.2801563283175,147.83757188866025,152.00194100059176,147.8480574394883
15,"28.52a, b",2390,Goblet,Covered goblet,New Bremen Glass Manufactory|John Frederick Amelung,1788,1788,1788,-103.47174203582028,172.1734172446464,-12.659956449095018,-6.225430424646419,-1.4670336060708618,0.3615823842339073,142.79022310692793,155.98294835323094,142.9322477849068,156.1012891650098,142.94879087230643
16,18.95.16,2408,Sugar pot,Sugar pot,,1820–40,1820,1840,44.82608871217637,-17.125224835364477,-9.845686145007766,-3.299530022972956,-0.719855914146805,-0.19177522267197808,120.73622364454422,130.24341480428637,121.42298668919298,132.00777582541627,122.76049822894214
17,15.21.2,3141,Desk and bookcase,Desk and bookcase,,1760–90,1760,1790,-119.5841712376579,-371.4043024396743,13.721390438469122,-4.007211066478571,-2.540344240506822,-1.810328416204036,135.94953894531085,157.37858594263935,136.1162949760756,158.5184261716408,138.0093982839021
18,69.203,3152,Desk and bookcase,Desk and Bookcase,,ca. 1811,1808,1811,-141.03220865181146,-64.84958925085274,1.169934387395007,-7.940780684201851,-2.501414790260391,-3.11418382655311,147.48391439825974,156.27873847770292,147.72245771428132,157.70373035352478,149.64332394271116
19,"60.29.1a, b",3158,Secretary bookcase,Secretary-bookcase,Robert Fisher,1825–35,1825,1835,67.10218116879066,-107.70511905285026,-2.0119054240829253,3.814088630543009,0.22750832493288975,-2.3513320413703807,117.6428338478932,131.90258396865283,119.17918022146155,134.1174958093278,120.21078625313987
20,50.228.3,3497,Easy chair,Easy Chair,Caleb Gardner,1758,1758,1758,-290.9130260007386,-163.35455007605532,-3.567389010753497,-19.96748956542836,-4.564261522709053,-1.0347283172930761,164.59438742124254,173.97444239124135,164.7608288379853,174.23191845500202,165.01990392282
21,1971.219,3555,Étagère,Étagère,Alexander Roux,ca. 1855,1855,1855,-47.739709358533204,-111.59595526371994,7.96449244223986,1.8271742984178099,-1.1638847010674778,-2.321803151237531,129.30795334933265,145.1906687547837,129.36873449727906,145.3090051631051,129.5256408650232
22,18.110.4,4282,High chest of drawers,High chest of drawers,,1762–65,1762,1765,-82.8074162348655,-396.44296161162765,13.189079947226436,-1.6863928251104403,-2.365459212554137,-1.6719580241751233,129.79895689934975,155.78508893311854,129.31199718442755,157.08566768215067,133.79093736228916
23,40.37.1,4285,High chest of drawers,High chest of drawers,,1730–60,1730,1760,-100.87417199601516,-233.93431860426975,12.821688770782435,-5.354937502311355,-2.814228513651113,-1.3235275860610778,136.4318668252081,148.521691104151,136.69316343633605,149.03089593614058,137.17432403193436
24,1972.47,4785,Library table,Library Table,Herter Brothers,1879–82,1879,1882,-111.17924327887847,-181.1242350713231,7.393432772345115,-5.676845556229372,-2.7249259283053386,-0.29361441136673294,139.04083659811548,149.96142468144834,139.14788745471583,150.54945710452134,139.9470634872039
25,99.2,4923,Vase,The Magnolia Vase,Tiffany & Co.|John T. Curran,ca. 1893,1890,1893,356.4274981617977,145.38669689334859,2.4559080062617045,18.808735047027124,3.0254261833798575,-0.757957535437599,75.55887169992701,89.92042299725978,75.76872515344272,90.23242396401768,75.79200635414732
26,1996.102,5223,Painting,Apple Blossoms,Charles Caryl Coleman,1889,1889,1889,-168.02830074699358,55.91481728873053,-1.5938905322260637,-7.925405825064265,-2.555010487923498,-3.7120879607854405,159.14612939119377,161.18476169982156,161.50137051548464,163.53849815301405,161.53189327267393
27,30.5,5582,Stained glass window,Peonies Blown in the Wind,John La Farge,ca. 1880,1877,1880,484.50456309840035,-13.65746544955578,-7.105697975393495,25.44941269163886,4.530676461761988,-1.3500922137202145,54.61804124510002,75.6850763594313,55.99914389611847,80.94979202136926,60.26710079775703
28,1976.324,5630,Pier table,Pier table,Joseph B. Barry and Son,1810–15,1810,1815,-169.442655684754,-167.7637360983826,15.202737740904947,-3.4222049025163375,-2.2517407227471478,-1.8507039255670947,147.20543655127832,163.53167640543612,146.79600422575035,164.03035578346316,148.58095621383953
29,34.100.124,6186,Plate,Plate,Heinrich Roth,1793,1793,1793,-50.40220081599761,-41.36705143472523,-11.493282949990471,-4.9521685081084215,-1.0801539727997562,0.12055291570177953,138.08443173107483,148.1115702526122,139.51068902697833,149.91947973709213,140.228208612864
30,14.74.17,6635,Pocket bottle,Pocket bottle,American Flint Glass Manufactory|Henry William Stiegel,1769–74,1769,1774,-160.14713963866348,50.33471876708425,7.9528716368569095,-11.182502585387972,-3.058916864065811,-0.5743281421887075,143.65444315318322,154.89175421061967,142.64961385631545,154.35977976284903,143.31810108893592
31,"1982.4a, b",6778,Vase,Presentation Vase,Thomas Fletcher|Sidney Gardiner,1824,1824,1824,-213.0393076349004,2.689643686692484,4.085436877515222,-8.791976021815842,-3.122465677513688,-2.229690819567031,156.32895638273578,160.4271779758945,156.70024401946054,160.76175657866008,156.7405469912439
32,25.115.15,6906,Corner chair,Corner chair,Joseph Armitt,ca. 1740,1735,1745,-310.09823613245123,-64.73015170333979,6.942957579674982,-17.55251810756445,-4.393029237450778,-2.532005713108714,169.7844385989201,184.68696720371995,169.98052815702954,185.0487352627958,170.20892571013988
33,1999.396,7586,Sofa,Sofa,John H. Belter,1850–60,1850,1860,-175.34696663418475,-246.3586153699007,-4.729010799617188,-19.94166019685627,-4.208745591358322,-0.7250560339722621,143.7124433106576,157.1336634014917,142.5674355474337,158.8146263232454,147.8554312370265
34,60.4.1,7595,Sofa,Sofa,Duncan Phyfe,ca. 1810–20,1807,1820,-243.98289047881752,-118.82754048681502,-2.9111501614936457,-16.9086637398356,-4.3876000134533975,-1.836343552884784,159.67166268725617,168.35223298422832,159.5555304648472,168.73803212046246,160.45279717787912
35,1990.226a–d,8288,Urn,Tea Urn,Paul Revere Jr.,1791,1791,1791,-374.97109362285096,122.06890184213317,5.133670536463211,-17.028954458792356,-4.788522606161338,-3.311742431849053,181.59787424981772,183.05691405145149,181.694108999144,183.15084056781038,181.6959545768926
36,57.130.7,8489,Tête-à-tête,Tête-à-tête,John H. Belter,ca. 1850–60,1847,1860,-180.3984855559881,-127.91649567021915,5.799935771464906,-6.377153703429627,-2.7362045743925183,-0.5857919329400788,149.29762250193747,161.94871236073234,149.5171334051292,162.2324435375065,149.9653983410686
37,1984.425,9317,Vase,Vase,John Bennett,1882,1882,1882,-71.25120388230872,-38.385862261059266,7.179923520185678,-0.3746510131606993,-1.685250099171606,-2.015815371309911,140.45413447782548,144.74060650088214,141.66041644340257,147.59703034340393,143.32561890455256
38,1984.256,9334,Vase,Vase,Fulper Pottery Company,ca. 1915,1912,1915,140.68186459493447,-178.66280863567118,-12.101782441907638,0.5098205438776982,0.28973998081975527,-0.16228360590663377,99.41252328009482,110.97627668162507,99.77847288835635,111.26748233257914,99.79162526372089
39,96.17.10,9480,Vase,Vase,Louis Comfort Tiffany|Tiffany Glass and Decorating Company,1893–96,1893,1896,-292.17344867420377,122.6139166891704,8.359765081390657,-13.910614338162334,-4.08894088477595,-2.026295073363138,169.51701301667046,180.05627127447534,170.15547646055464,180.55237786562853,170.2804902043442
40,"69.140a, b",9724,Wardrobe,Wardrobe,Herter Brothers,1875–1883,1875,1883,242.42938741800378,-229.27433148932363,-11.705379146007163,2.2096457965120933,0.1845367440915956,-0.32481537209668737,85.70975066312997,100.850347726742,86.16929229273691,101.32317440581443,86.30298226023142
41,"46.140.767a, b",9982,Wine urn,Wine urn,Boston & Sandwich Glass Company,1869–80,1869,1880,-337.05383045045136,124.45333470557344,6.731711369029973,-15.227074283634826,-4.592275287245981,-2.633759931329559,176.31339390880026,178.7067932767062,176.32198375806368,178.71623014327656,176.32209717969414
42,40.127,9997,Architectural elements,"Woodwork of a Room from the Colden House, Coldenham, New York",,ca. 1767,1764,1767,417.79633771451506,-45.81259627565335,-6.81416814892419,19.955941120134625,3.9021182176713722,-1.6081940501286769,63.72482441471572,73.67731308354495,64.4993204519051,75.07475876888107,65.28089844379684
43,65.49,10127,Painting,Ernesta (Child with Nurse),Cecilia Beaux,1894,1894,1894,147.35349924596503,169.695279979618,5.820959912969702,4.1314929165066845,-0.41903118933159367,-0.8863794253087758,109.2647659922338,122.39228579991241,110.0640886986458,123.28050395201474,110.27382720734681
44,7.123,10154,Painting,"The Rocky Mountains, Lander's Peak",Albert Bierstadt,1863,1863,1863,-2.340393853705836,41.60929359060905,4.0181823159377155,7.834239361266914,0.625556174654132,-2.89607971689567,126.86178219021856,143.56205385163028,128.18259354748068,145.07253332116508,128.67275841891146
45,33.61,10159,Painting,Fur Traders Descending the Missouri,George Caleb Bingham,1845,1845,1845,-297.84673148404124,73.87698179378579,-6.0679525385625785,-10.05649999535819,0.02824161962630491,-3.703995090034268,171.22899852031208,182.8025698487702,172.12212959625603,183.84355648946482,172.5762849837461
46,16.68.2,10174,Painting,Mary Sylvester,Joseph Blackburn,1754,1754,1754,582.8838659447326,-62.05225442442242,-4.016027675684538,25.878928510330002,5.41644554895766,-0.883455777152455,39.00178732027185,53.05869689500779,39.782111798404955,54.0926163034953,40.205911230193564
47,22.16.17,10388,Painting,The Cup of Tea,Mary Cassatt,ca. 1880–81,1877,1884,19.727642510098505,150.37133070386727,4.850240106915451,5.04598418548821,-0.04085155073531639,-3.3712002403233607,123.07205373234963,138.90735643839975,123.23960104846827,139.1708849495678,123.51632297045299
48,23.101,10391,Painting,Lady at the Tea Table,Mary Cassatt,1883–85,1883,1885,-97.63244149182641,-176.40331015293418,10.554144911670196,-5.982239968492192,-2.765238661395263,-1.269051885227703,130.5004598405886,150.05915751946762,129.8773730480453,149.6135889226692,130.2033795675822
49,1975.319.1,10409,Watercolor,Portrait of the Artist,Mary Cassatt,1878,1878,1878,-97.8569980525492,59.39380544999118,3.2688564369883735,-2.954171757051191,-1.2571347652543392,-1.4359318433247112,144.34994748648262,152.05356889259153,145.58537394839567,153.44536572380986,145.8952943261183
50,67.187.123,10464,Painting,At the Seaside,William Merritt Chase,ca. 1892,1889,1892,-215.9710378060206,138.85146850772665,-5.071259753878948,-10.940507986000705,-3.2629504100299607,-2.761056529462924,154.05973002195572,159.47965417323607,154.15997517397412,160.12746200219038,154.80158504955455
51,9.95,10481,Painting,Heart of the Andes,Frederic Edwin Church,1859,1859,1859,173.20477978772806,-63.46876847459767,1.901509081646487,9.854370957599214,1.310240645804714,-2.585455743787478,102.24051318139988,116.37365799213357,103.89996406890056,118.12721559790221,104.63390970168193
52,15.30.67,10482,Painting,The Parthenon,Frederic Edwin Church,1871,1871,1871,215.25521370788866,72.62571347670472,-2.940159332023445,11.401108754524007,1.943806699772123,-1.6776712520676313,98.37233038683455,104.05695667107493,99.7710140484715,106.31413044838418,100.60759229619737
53,8.228,10497,Painting,"View from Mount Holyoke, Northampton, Massachusetts, after a Thunderstorm—The Oxbow",Thomas Cole,1836,1836,1836,221.28000305333873,65.0612804266611,0.6320299019767897,9.88259809214761,1.1355940489669976,-2.34441207418224,95.71389239307179,107.1510229731191,96.95638087383202,108.33175844596352,97.26265186985268
54,04.29.2,10499,Painting,The Titan's Goblet,Thomas Cole,1833,1833,1833,249.86797571652338,-108.8186041249827,1.6316740041366447,9.862715314000804,1.378931050005289,-2.58976131884334,88.12717033863558,102.16891893682693,89.33126989241131,103.3619508648012,89.5520842881141
55,49.12,10522,Painting,Daniel Crommelin Verplanck,John Singleton Copley,1771,1771,1771,546.9315304409446,-58.20963505832356,-5.589929974421225,26.047441763119803,5.554674765959762,-1.1193432534965038,44.9127650761141,59.427112551026845,45.730649225033645,60.60041712182757,46.14978312455917
56,43.86.4,10527,Painting,Midshipman Augustus Brine,John Singleton Copley,1782,1782,1782,319.9282785163895,-323.5894633470863,-10.011451033984283,5.684661048717363,2.362045539286637,-3.3891954000427997,74.5347108415415,99.77186245802608,75.14439387752701,100.58100445068865,75.37272930687259
57,31.109,10531,Painting,Mrs. John Winthrop,John Singleton Copley,1773,1773,1773,474.0702756697324,115.3058357358716,-2.163928819616485,24.40678171654196,5.037510837854383,-0.8093284450722763,58.773675926030776,75.54647569490932,59.058637196672585,76.38439602228112,59.73944696226265
58,97.13.1,10574,Sculpture,Genius of Mirth,Thomas Crawford,1842; carved 1843,1842,1843,73.54632998804361,117.50478814303675,2.7344241686995687,4.309951734987253,-0.22011791328362043,-1.3324075842835181,117.02090828924162,122.14515041113764,117.17127277947388,122.3308132794081,117.19252234138703
59,66.113,10586,Painting,The Valley of Wyoming,Jasper Francis Cropsey,1865,1865,1865,-87.41605404239367,180.55577790426872,4.069345470705496,6.840890723589118,0.20721218022492177,-3.473590848173983,145.0941747835498,154.91572166763837,146.82036436595678,156.58319023997376,147.09411909307408
60,1972.263.6,10732,Watercolor,Mr. and Mrs. Daniel Otis and Child,Joseph H. Davis,1834,1834,1834,-87.86594288324738,-26.034715053161623,0.11422442400353908,-5.687989058982539,-2.2170595769324226,-3.3346659064647795,141.5889733563036,154.4759666807462,142.7132452496861,155.78928081504083,142.95959426119464
61,15.30.59,10786,Painting,The Beeches,Asher Brown Durand,1845,1845,1845,409.7311127527013,69.22640464614798,-6.246892368270363,16.639307700143956,3.304979080815416,-1.406839911305035,68.96095453397902,88.4854153538772,69.95597204959992,89.94994523006908,70.46235820027705
62,11.156,10793,Painting,"Landscape—Scene from ""Thanatopsis""",Asher Brown Durand,1850,1850,1850,64.0792535827181,57.05223999392333,2.7629140229861533,7.912578914772239,0.7076304934095041,-2.7574340295978175,120.22735961337325,132.17090929874152,121.79697002301312,133.7038558052405,122.08572395637424
63,34.92,10819,Painting,The Champion Single Sculls (Max Schmitt in a Single Scull),Thomas Eakins,1871,1871,1871,190.65296072009156,3.4985342954721363,-0.29708676286516994,9.838788587571278,1.1790545757104651,-2.175661057658102,95.36066529492456,100.57332788952962,95.70697016516532,101.35331755366877,96.15473571292266
64,17.172,10827,Painting,The Thinker: Portrait of Louis N. Kenton,Thomas Eakins,1900,1900,1900,227.54526762270052,-144.5951195812053,-4.854290206059618,9.959755911263182,1.9939385666752234,-2.342337250197908,91.60575320114923,101.30923237631986,93.31169907064948,103.33931516136401,93.4068871481245
65,1979.395,10830,Painting,Elijah Boardman,Ralph Earl,1789,1789,1789,364.24131622858283,0.6240584151498066,-7.017269584467407,18.413076971825745,3.9563315460489514,-1.7868721132602834,72.48858113293352,83.73941820577454,73.37452486896626,84.92206956003841,73.76921504911212
66,1975.27.1,10843,Painting,The New Bonnet,Francis William Edmonds,1858,1858,1858,402.8316559964322,9.895092993812295,-7.601831638112907,21.383575310995393,4.358905675713891,-1.872528565943035,71.19055890706791,82.86041505954913,73.00960011862803,84.84957275622087,73.341199617188
67,26.12,10909,Sculpture,The Angel of Death and the Sculptor from the Milmore Memorial,Daniel Chester French,"1889–93, carved 1921–26",1921,1926,-398.8254889650726,165.0087129501888,2.5200176967701577,-18.509254794768513,-4.882177949795035,-3.7905589927624654,191.59822743617337,193.51943562633804,192.83914563439453,194.79922176770785,192.90951182485202
68,15.75,10912,Sculpture,Mourning Victory from the Melvin Memorial,Daniel Chester French,"1906–8, carved 1912–15",1906,1915,-301.2689574942383,173.11272355238347,4.930066758510221,-15.615965001547861,-4.565948290703612,-2.970188947083057,173.32381906978623,175.73855364936068,174.27225781183083,176.68684312173156,174.28874065760047
69,15.30.62,10946,Painting,A Gorge in the Mountains (Kauterskill Clove),Sanford Robinson Gifford,1862,1862,1862,-121.66584208318817,164.9361933924993,4.362347707691009,6.980702208227854,0.18083498058929504,-3.480902357228661,150.66409835375353,162.05716564810504,152.13098021302815,164.11901469681465,153.1242664499507
70,63.201.1,11040,"Painting
(Molly Wales Fobes)",Lady with Her Pets (Molly Wales Fobes),Rufus Hathaway,1790,1790,1790,330.47936705110664,111.04861190990167,-1.00962923396314,16.6855058150107,2.485424758759704,-0.9225069435503047,79.60564239870851,92.75782180243426,80.25943250365204,93.61070050751579,80.68385176338448
71,1975.16,11050,Painting,Approaching Thunder Storm,Martin Johnson Heade,1859,1859,1859,413.06940314425486,-77.04006923364521,-4.848713617011851,21.870126051650942,4.411435674268938,-1.4317131897851394,64.63798015522154,71.96324154386903,65.49152814289172,73.07520742139384,65.6302104877565
72,23.102,11055,Painting,Euphemia White Van Rensselaer,George P. A. Healy,1842,1842,1842,190.1743636460094,-70.66087108164237,-2.661577959545817,8.058023187273848,1.2554643319466132,-2.212764678780666,94.41297421326074,109.02473921988107,95.10662875773109,109.85617872459814,95.30113220763275
73,62.256.3,11080,Painting,The Falls of Niagara,Edward Hicks,ca. 1825,1822,1825,343.91833295488107,114.41962741795837,-7.112460743606561,15.88159233067688,3.060708468626684,-1.7476605209615574,81.59455112209878,95.34835411703966,83.6637571930745,97.58392792363661,84.240113821662
74,10.228.1,11120,Watercolor,"Fishing Boats, Key West",Winslow Homer,1903,1903,1903,-293.46215914049134,150.86808856736312,4.031048164619243,-16.263372230463013,-4.807644510757503,-3.389093911253348,168.6891228639997,175.4356998280992,169.7244747046604,176.5953673136042,169.89915500668758
75,6.1234,11122,Painting,The Gulf Stream,Winslow Homer,1899,1899,1899,242.21837286231224,-35.63263759583151,1.3560776451269503,9.915722216791416,1.29383252334676,-2.4543371078380796,89.48145911511584,100.76797116582003,90.84775732431756,102.38262183517887,91.17850951347629
76,10.64.5,11130,Painting,Northeaster,Winslow Homer,1895; reworked by 1901,1895,1901,53.58619743754454,88.40878373424847,0.35232705929544894,6.843363760166211,0.0548819806508757,-2.152627246627416,114.50342085331987,127.81668150496508,115.66187566364856,128.94897892806236,115.87297561317158
77,22.207,11133,Painting,Prisoners from the Front,Winslow Homer,1866,1866,1866,133.06409558446174,-164.22851301906826,1.8844000058689645,9.841921483493905,1.2742125439468837,-2.629287191271665,105.68917655583934,122.01603307835772,107.2668106856218,123.93972855607667,107.73639299901457
78,02.7.1,11207,Painting,The Flower Girl,Charles Cromwell Ingham,1846,1846,1846,377.5711800585758,99.73610296239958,-9.549753657287221,20.57543276606179,2.8064737594474485,-1.122106886541258,72.56686888848036,85.5995660651029,72.93390205677004,86.82333080445362,73.73653179552868
79,87.8.8,11227,Painting,Autumn Oaks,George Inness,ca. 1878,1875,1878,252.45351405255332,-130.41665525213168,1.8464469932621477,9.911240811802701,1.2821188639235874,-2.592969202631086,86.10177644114022,112.09695584457258,87.14609615682242,113.69474005212807,87.87083520877422
80,11.116.4,11234,Painting,"Spring Blossoms, Montclair, New Jersey",George Inness,ca. 1891,1888,1891,150.76816467247463,31.396435712894146,1.7674015205680114,8.40225036368996,0.7909713854619166,-2.594926339749733,104.88017315164315,114.82045387141403,106.55343333339538,116.27763853012102,106.80980155916693
81,26.97,11263,Painting,The Hatch Family,Eastman Johnson,1870–71,1870,1871,469.3469500510883,-79.98545799960297,-4.186276054026665,22.33302106113696,4.599584846477566,-1.0887874687790036,56.70132251741447,64.73659906679764,57.64335373451993,66.4427560632424,58.31337497615896
82,15.30.61,11311,Painting,Lake George,John Frederick Kensett,1869,1869,1869,-56.84065734101002,123.20326641022137,3.293517378038548,7.135102440340653,0.3517438312893306,-3.1073538543679278,137.4617559246128,146.88002672180397,138.5807373440803,148.02364037361605,138.7036907628373
83,74.24,11329,Painting,"Twilight on the Sound, Darien, Connecticut",John Frederick Kensett,1872,1872,1872,18.479544771201926,25.352066373080792,3.020662781840061,6.153310542417864,-0.19761867892643326,-3.0928459499768577,127.10798155737704,134.2193804948072,128.31293962407884,136.12550795289522,128.98543089678947
84,66.143,11375,Watercolor,"The Great Statue of Amida Buddha at Kamakura, Known as the Daibutsu, from the Priest's Garden",John La Farge,1887,1887,1887,-13.071784166104143,69.10471102086018,2.0747734155496755,7.114719049596013,0.4443263773670667,-2.568682487942078,127.58386330467759,140.04631822503862,129.54881412765366,141.90236795622977,129.90206345403863
85,34.134,11383,Painting,Portrait of the Painter,John La Farge,1859,1859,1859,362.49754020902606,-82.83329770680466,-6.546612699976236,18.182893077702214,3.9575088410192563,-2.051981518239769,73.69454052007069,80.92528926463599,75.52161426442096,83.19757866383564,75.95463348630086
86,1978.203,11396,Painting,Stage Fort across Gloucester Harbor,Fitz Henry Lane (formerly Fitz Hugh Lane),1862,1862,1862,10.693925326863596,166.60458535358165,3.877802703389407,6.088192833494222,-0.10058469318665902,-3.3374825847423075,130.9682898646418,142.8827463763949,132.55086212330292,144.88888502374922,133.04453457959147
87,97.34,11417,Painting,Washington Crossing the Delaware,Emanuel Leutze,1851,1851,1851,176.65658899750818,-0.5097577545539973,0.3600703049226385,8.62859816739575,1.0414913628614049,-2.3575078870931194,100.55825468303415,111.83814903229137,101.61269795656116,113.0533131387782,101.77299780361245
88,97.19,11476,Sculpture,Bacchante and Infant Faun,Frederick William MacMonnies,"1893–94, cast 1894",1893,1894,148.01729446284344,-6.871307833766446,-1.7826800076134672,6.899563979086821,0.7249299036852366,-1.453305597042073,101.25012945565219,104.23975210860549,101.59472243584118,104.58838681536942,101.59984289999214
89,22.61,11477,Sculpture,Boy and Duck,Frederick William MacMonnies,"1895–96, cast 1901",1895,1901,-7.98035062786282,-47.16975697510445,2.1199956764100225,-1.523728812133898,-0.8790139676369219,-1.780011933195338,124.74198009476524,130.79273596418525,124.974253758777,131.11005231352883,125.05529226641394
90,45.62.1,11605,Painting,Susan Walker Morse (The Muse),Samuel F. B. Morse,ca. 1836–37,1833,1837,364.1499026680541,162.98370751320238,-9.904544052414497,21.151846450114544,2.5817499897280727,-0.8553205100050562,78.54718098454467,90.4837543025159,79.86397096384651,92.2561885509671,80.64820007597223
91,66.126,11619,Painting,Cider Making,William Sidney Mount,1840–41,1840,1841,47.214077040915846,43.47707369189218,0.21963067306781267,7.789702662442725,0.9050782205567983,-2.2957163565639758,117.93818580568325,125.2528145265478,119.06019116893586,127.47604673870298,120.35358062893395
92,94.9.3,11680,Sculpture,The White Captive,Erastus Dow Palmer,1857–58; carved 1858–59,1857,1859,-88.63144634984896,86.19994909762757,1.223003645503372,-2.854118280411937,-0.8523849625712062,-2.173428276941833,138.83893244838103,142.098880807548,139.08893330158108,142.38685330401321,139.12680505377895
93,97.33,11707,Painting,George Washington,Charles Willson Peale,ca. 1779–81,1776,1781,588.0870535414416,-49.52349640713053,-4.33406293219025,26.128116437210107,5.508828738361143,-0.9878385869187708,39.02399085528346,46.2641769709721,39.83148225821464,47.3386914217609,39.958784310154996
94,39.52,11734,Painting,Still Life: Balsam Apple and Vegetables,James Peale,ca. 1820s,1817,1820,324.12516052276817,-98.08491792655458,-9.071910477259069,16.422818094959116,3.6041978779835526,-2.111721241481165,81.4773015284011,93.29019333967612,83.65469734432337,95.77234777219762,84.20838267352917
95,59.166,11737,Painting,Still Life with Cake,Raphaelle Peale,1818,1818,1818,390.3799158487154,-22.933485687197084,-2.687422189543766,20.67951671402682,4.267954542132109,-1.0011838667159034,71.22180684753268,84.91039670065702,72.67838394976916,86.60635373025882,72.92648961158854
96,94.14,11789,Bust,Andrew Jackson,Hiram Powers,1834–35; carved 1839,1834,1835,23.048223520539747,187.96591570217987,4.02474444486632,3.9522698332380743,-0.4875233098280994,-1.4778992554261365,125.22134452638431,131.1987219948557,125.6360413597976,131.65844072171112,125.65661710194244
